title,beds,bath,area,adress,type,purpose,flooPlan,url,lastUpdated,price
Find Your Desired Apartment At This 1365 Sq Ft Ready Flat For Rent At Rose Valley R/a,3 ,3 ,"1,365 sqft","Rose Valley Residential Area, 9 No. North Pahartali Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/922757-240x180.webp,https://www.bproperty.com/en/property/details-2029460.html,"November 29, 2022",20 Thousand
1200 Square Feet Apartment Is Up For Rent At Baitul Aman Housing Society Nearby Baitul Aman Housing Society Jame Mosque,3 ,3 ,"1,200 sqft","Baitul Aman Housing Society, Adabor, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567039-400x300.webp,https://www.bproperty.com/en/property/details-3467669.html,"January 15, 2023",20 Thousand
"600 Sq Ft Apartment Featuring 2 Bedrooms For Rent In Dakshin Khan, Kawlar",2 ,1 Bath,600 sqft,"Kawlar, Dakshin Khan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1499392-400x300.webp,https://www.bproperty.com/en/property/details-4622898.html,"January 19, 2023",9.5 Thousand
"2350 Sq Ft Spacious Flat Is Available For Rent In Bashundhara R-a, Block B",3 ,3 ,"2,350 sqft","Block B, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1511094-400x300.webp,https://www.bproperty.com/en/property/details-5547255.html,"January 12, 2023",32 Thousand
"This Comfortable And Elegant Apartment Of 1900 Sq Ft In Uttara, Sector 14 Is Up For Rent",3 ,3 ,"1,900 sqft","Sector 14, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1426424-240x180.webp,https://www.bproperty.com/en/property/details-3481047.html,"November 14, 2021",45 Thousand
"Baridhara, Block K Is Offering A 5500 Sq Ft Building For Rent To Pick For Your Next Home",6 ,6 ,"5,500 sqft","Block K, Baridhara, Dhaka",Building,For Rent,https://images-cdn.bproperty.com/thumbnails/1435873-240x180.webp,https://www.bproperty.com/en/property/details-5410981.html,"November 22, 2021",5.5 Lakh
"1100 Sq Ft Flat Is Up For Rent West Kazipara, Mirpur",3 ,2 ,"1,100 sqft","West Kazipara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/455723-400x300.webp,https://www.bproperty.com/en/property/details-5430669.html,"January 8, 2023",17 Thousand
Strongly Constructed 800 Sq Ft Home Is Available To Rent In Badda,2 ,2 ,800 sqft,"South Badda, Badda, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/455723-400x300.webp,https://www.bproperty.com/en/property/details-5492886.html,"January 29, 2023",30 Thousand
Take This 1450 Sq Ft Residential Flat For Rent At Khulshi Area Adjoining To Holy Crescent Hospital.,3 ,3 ,"1,450 sqft","Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/455723-400x300.webp,https://www.bproperty.com/en/property/details-1688782.html,"November 25, 2022",35 Thousand
"1600 Sq Ft Flat Is Set For Rent In Aftab Nagar, Block E",3 ,3 ,"1,600 sqft","Sector 2, Block E, Aftab Nagar, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1541636-400x300.webp,https://www.bproperty.com/en/property/details-5546555.html,"February 2, 2023",24 Thousand
View This 1200 Sq Ft Apartment For Rent At Lal Khan Bazaar,3 ,3 ,"1,200 sqft","14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/455723-400x300.webp,https://www.bproperty.com/en/property/details-5543849.html,"January 7, 2023",22 Thousand
Grab This 1200 Sq Ft Apartment Up For Rent At Lal Khan Bazaar,3 ,3 ,"1,200 sqft","14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1066807-400x300.webp,https://www.bproperty.com/en/property/details-5543850.html,"January 7, 2023",22 Thousand
Take A Look At This 1000 Sq Ft Apartment For Rent At Lal Khan Bazaar,2 ,4 ,"1,000 sqft","14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/455723-400x300.webp,https://www.bproperty.com/en/property/details-5543851.html,"January 7, 2023",18 Thousand
"Convenient Apartment Of 1500 Sq Ft Is Up For Rent In Aftab Nagar , Block A .",3 ,3 ,"1,500 sqft","Block A, Aftab Nagar, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1552964-400x300.webp,https://www.bproperty.com/en/property/details-5532565.html,"January 22, 2023",32 Thousand
"Grab This Fabulous Flat Up For Rent In Kalabagan, North Dhanmondi Road",2 ,2 ,"1,100 sqft","Kalabagan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1552964-400x300.webp,https://www.bproperty.com/en/property/details-3935037.html,"January 15, 2023",28 Thousand
"Pick This Nice 1200 Sq Ft Flat For Rent In Balughat, Cantonment",3 ,3 ,"1,200 sqft","Cantonment, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1483565-400x300.webp,https://www.bproperty.com/en/property/details-4846713.html,"January 10, 2023",15 Thousand
1600 Sq. Ft. Flat Is Now Up To Rent Located Near To City Hall In Double Mooring,3 ,3 ,"1,600 sqft","Middle Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1552958-400x300.webp,https://www.bproperty.com/en/property/details-1905082.html,"November 30, 2022",16 Thousand
"850 Sq Ft Flat Is For Rent At Mirpur, Kazipara",2 ,2 ,850 sqft,"Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1552964-400x300.webp,https://www.bproperty.com/en/property/details-5259922.html,"December 29, 2022",14 Thousand
Take A Thorough Look At This 1600 Sq Ft Flat Up For Rent In Aftab Nagar,3 ,3 ,"1,600 sqft","Sector 2, Block E, Aftab Nagar, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1036345-400x300.webp,https://www.bproperty.com/en/property/details-5546557.html,"February 2, 2023",24 Thousand
"This Lovely 3 Bedroom Flat Is Ideal For Those Looking To Live In A Cozy, Affordable Place For Rent.",3 ,3 ,"1,722 sqft","Turag, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1066807-400x300.webp,https://www.bproperty.com/en/property/details-5547233.html,"January 17, 2023",30 Thousand
"Stunning Apartment Of 1750 Sq Ft In The Heart Of Turag, Is Up For Rent",3 ,3 ,"1,750 sqft","Turag, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1568639-400x300.webp,https://www.bproperty.com/en/property/details-5547234.html,"January 17, 2023",30 Thousand
A well-constructed 1500 SQ FT flat is ready for Rent in Banani close to Banani Playground,3 ,3 ,"1,500 sqft","Banani, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/76406-400x300.webp,https://www.bproperty.com/en/property/details-1818382.html,"January 30, 2023",60 Thousand
Visit This Apartment For Rent In Bayazid Near Probashi Kallyan Bank.,3 ,3 ,"1,250 sqft","Bayazid, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1066807-400x300.webp,https://www.bproperty.com/en/property/details-1923350.html,"December 26, 2022",18 Thousand
Tastefully Designed This 1171 Sq. Ft Medium Size Apartment Is Now Vacant For Rent In Shah Ali Bag,3 ,2 ,"1,171 sqft","Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/76406-400x300.webp,https://www.bproperty.com/en/property/details-4792674.html,"January 4, 2023",15 Thousand
Pursue This 1300 Square Feet Apartment Ready To Rent In Cantonment,3 ,2 ,"1,300 sqft","Cantonment, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567100-240x180.webp,https://www.bproperty.com/en/property/details-5536747.html,"November 27, 2022",11 Thousand
"Properly Constructed Flat For Rent In Mohammadpur, Near Pc Culture Housing Jame Mosjid",3 ,2 ,900 sqft,"PC Culture Housing, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1204077-400x300.webp,https://www.bproperty.com/en/property/details-1995428.html,"November 16, 2022",16 Thousand
2500 Sq. Ft. Flat Is Now Up To Rent Located Near To Ideal College In Dhanmondi,4 ,3 ,"2,500 sqft","Dhanmondi, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1555709-240x180.webp,https://www.bproperty.com/en/property/details-2009889.html,"June 4, 2022",85 Thousand
A Ready 1500 Sq. Ft Apartment For Rent In The Location Of New Eskaton Road .,3 ,3 ,"1,500 sqft","Eskaton, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1553556-240x180.webp,https://www.bproperty.com/en/property/details-4644830.html,"September 26, 2022",35 Thousand
"2000 Sq Ft Flat Available For Rent In Road No 15/a, Block F, Bashundhara R-a",4 ,4 ,"2,000 sqft","Block F, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567984-400x300.webp,https://www.bproperty.com/en/property/details-2035884.html,"December 13, 2022",40 Thousand
Be The Tenant Of A 1370 Sq Ft Residential Flat Waiting To Get Rented At Monipuripara,3 ,2 ,"1,370 sqft","Monipuripara, Tejgaon, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1571160-240x180.webp,https://www.bproperty.com/en/property/details-3251509.html,"February 5, 2023",35 Thousand
Establish Your Peace In This Nice 3500 Sq Feet Apartment For Rent At Banani Dohs Close To Banani Dohs Jame Masjid,4 ,4 ,"3,500 sqft","Banani DOHS, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-5397071.html,"March 10, 2022",2 Lakh
1750 Square Feet Pleasant Apartment Is For Rent In Shyamoli,3 ,3 ,"1,750 sqft","Shyamoli, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1564090-240x180.webp,https://www.bproperty.com/en/property/details-5274170.html,"December 4, 2022",27 Thousand
Relax While Living In This 1200 Square Feet Apartment For Rent In Adabor,3 ,3 ,"1,200 sqft","Baitul Aman Housing Society, Adabor, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-3820847.html,"January 16, 2023",21 Thousand
"Let Us Present To You This 1700 Sq Ft Apartment For Rent In Aftab Nagar, Block E",3 ,3 ,"1,700 sqft","Sector 2, Block E, Aftab Nagar, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-5546566.html,"February 2, 2023",26 Thousand
"Rent This Nice 1600 Sq Ft Apartment In Aftab Nagar, Block E",3 ,3 ,"1,600 sqft","Sector 2, Block E, Aftab Nagar, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-5546567.html,"February 2, 2023",24 Thousand
This 3 Bedroom Nice Flat With Reasonable Price Is Up For Rent In Boro Maghbazar,3 ,4 ,"1,790 sqft","Maghbazar, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-3089480.html,"December 4, 2021",40 Thousand
"We Give You This 3 Bedrooms Flat For Rent In Dhanmondi, Jhigatola Road.",3 ,3 ,"1,200 sqft","Dhanmondi, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/128098-400x300.webp,https://www.bproperty.com/en/property/details-4238996.html,"June 13, 2021",28 Thousand
"In An Urban Location And Reasonable Price, See This furnished Flat Is Available For Rent In Khulshi Hill R/A",3 ,1 Bath,800 sqft,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1553531-400x300.webp,https://www.bproperty.com/en/property/details-3286295.html,"January 23, 2022",45 Thousand
Ready For Move In! Check This 600 Sq. ft Furnished Flat Which Is Up For Rent In Khulshi Hill R/a.,1 Bed,1 Bath,600 sqft,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1078481-400x300.webp,https://www.bproperty.com/en/property/details-3286292.html,"December 21, 2020",35 Thousand
1000 Sq. ft Modern Structured Flat Is For Rent At Middle Paikpara.,2 ,2 ,"1,000 sqft","Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1078481-400x300.webp,https://www.bproperty.com/en/property/details-4531770.html,"July 7, 2022",9.5 Thousand
This 3000 Sq Ft Beautiful Flat Is Ready For Rent In Dhanmondi,3 ,4 ,"3,000 sqft","Dhanmondi, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1078481-400x300.webp,https://www.bproperty.com/en/property/details-3262343.html,"July 6, 2021",1.15 Lakh
A Comfortable And Convenient 1200 Sq. Ft House Is Ready For Rent At Nayatola Close To Chairmangoli Jame Mosque.,3 ,2 ,"1,200 sqft","Nayatola, Maghbazar, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1346182-400x300.webp,https://www.bproperty.com/en/property/details-4000530.html,"October 12, 2022",25 Thousand
Shyamoli Is Offering You A 1750 Square Feet Apartment For Rent,3 ,3 ,"1,750 sqft","Shyamoli, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1564053-240x180.webp,https://www.bproperty.com/en/property/details-5274161.html,"December 5, 2022",27 Thousand
A nice 750 SQ FT flat is now available for rent near by Grameenphone Service Touch Point in Mirpur,2 ,2 ,750 sqft,"Block A, Section 6, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1553531-400x300.webp,https://www.bproperty.com/en/property/details-1726401.html,"January 17, 2023",20 Thousand
Flat For Rent Covering A Beautiful Area In Niketan Nearby Niketan Central Mosque,3 ,3 ,"1,560 sqft","Block D, Niketan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1553531-400x300.webp,https://www.bproperty.com/en/property/details-1941231.html,"January 30, 2023",50 Thousand
Affordable And Cozy 1171 Sq. Ft Flat Is Up For Rent In The Location Of Shah Ali Bag.,3 ,2 ,"1,171 sqft","Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/884006-400x300.webp,https://www.bproperty.com/en/property/details-4792681.html,"December 12, 2022",15 Thousand
Ready For Move In Check This 1250 Sq. ft Home For Rent Which Is In Shyamoli,3 ,2 ,"1,250 sqft","Shyamoli, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1566952-400x300.webp,https://www.bproperty.com/en/property/details-3388961.html,"April 20, 2022",22 Thousand
1600 Sq Ft Apartment Is Ready For Rent In Banani,3 ,3 ,"1,600 sqft","Banani, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/134575-400x300.webp,https://www.bproperty.com/en/property/details-3514853.html,"January 30, 2023",60 Thousand
"Visit This 1300 Sq Ft Flat Up For Rent In Senpara Parbata, Mirpur 10",3 ,3 ,"1,300 sqft","Senpara Parbata, Section 10, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1566952-400x300.webp,https://www.bproperty.com/en/property/details-5537238.html,"January 15, 2023",21 Thousand
"1350 Sq Ft Apartment With 3 Bedrooms Is Ready For Rent In Mirpur, Middle Paikpara",3 ,4 ,"1,350 sqft","Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1078481-400x300.webp,https://www.bproperty.com/en/property/details-3019400.html,"January 22, 2023",18 Thousand
Be The Resident Of A 1350 Sq Ft Flat Which Is Waiting To Get Rented At Borobag,3 ,3 ,"1,350 sqft","Section 2, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569378-400x300.webp,https://www.bproperty.com/en/property/details-3848979.html,"January 22, 2023",20 Thousand
Live In A Cozy Manner In This 2200 Sq Ft Apartment For Rent In Uttara-4,4 ,4 ,"2,200 sqft","Sector 4, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1568450-400x300.webp,https://www.bproperty.com/en/property/details-3077189.html,"January 16, 2023",45 Thousand
This Flat Is Now Vacant For Rent In Mirpur Close To Hope International School,2 ,2 ,650 sqft,"Block C, Section 10, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567984-400x300.webp,https://www.bproperty.com/en/property/details-1949150.html,"January 8, 2023",14 Thousand
1530 Sq Ft. Full Furnished Flat For Rent In Bashundhara,3 ,3 ,"1,530 sqft","Block D, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1024715-240x180.webp,https://www.bproperty.com/en/property/details-2085111.html,"August 6, 2022",55 Thousand
For rental purpose 1850 Square feet flat is available in Uttara near to Uni Vision School and College,3 ,5 ,"1,850 sqft","Sector 4, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-1944706.html,"January 8, 2023",40 Thousand
2000 Sq Ft Apartment With 3 Bedrooms Is Ready For Rent In Banani Dohs,3 ,3 ,"2,000 sqft","Banani DOHS, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570481-400x300.webp,https://www.bproperty.com/en/property/details-4736482.html,"January 30, 2023",60 Thousand
"In A Natural Place, Aftabnagar, The Flat Is For Rent",4 ,4 ,"2,250 sqft","Sector 1, Block D, Aftab Nagar, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567984-400x300.webp,https://www.bproperty.com/en/property/details-1953225.html,"January 8, 2023",32 Thousand
"A Very Reasonable Flat Of 750 Sq Ft Is Up For Rent, At Babar Road",2 ,2 ,750 sqft,"Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-4282649.html,"January 23, 2023",15 Thousand
A Flat Is Available For Rent In Gulshan Near To Gulshan Central Masjid,3 ,4 ,"1,808 sqft","Gulshan 2, Gulshan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570481-400x300.webp,https://www.bproperty.com/en/property/details-1990858.html,"January 8, 2023",1.05 Lakh
"Look At This Nice 700 Sq Ft Studio Apartment, Which Is Up For Rent At Uttara Sector 4",1 Bed,2 ,700 sqft,"Sector 4, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567039-400x300.webp,https://www.bproperty.com/en/property/details-3466331.html,"February 15, 2023",80 Thousand
